"Date","Price","Open","High","Low","Vol.","Change %"
"10/03/2023","133.130","133.145","133.180","133.070","","-0.03%"
"10/02/2023","133.166","133.155","133.437","133.155","","0.23%"
"09/29/2023","132.860","133.025","133.025","132.845","","-0.18%"
"09/28/2023","133.100","133.170","133.190","133.015","","-0.04%"
"09/27/2023","133.150","133.170","133.190","133.105","","-0.02%"
"09/26/2023","133.170","133.110","133.200","133.090","","0.11%"
"09/25/2023","133.030","132.875","133.040","132.855","","0.26%"
"09/22/2023","132.690","132.525","132.760","132.525","","-0.19%"
"09/21/2023","132.940","132.950","133.075","132.840","","0.02%"
"09/20/2023","132.920","133.130","133.230","132.900","","-0.23%"
"09/19/2023","133.220","133.230","133.230","133.230","","-0.01%"
"09/18/2023","133.230","132.950","133.245","132.950","","0.10%"
"09/15/2023","133.100","132.865","133.105","132.785","","0.19%"
"09/14/2023","132.850","132.760","132.855","132.690","","0.05%"
"09/13/2023","132.780","132.690","132.785","132.635","","0.08%"
"09/12/2023","132.680","132.710","132.825","132.615","","-0.13%"
"09/11/2023","132.850","132.690","132.895","132.530","","0.11%"
"09/08/2023","132.710","133.035","133.075","132.650","","-0.32%"
"09/07/2023","133.140","133.000","133.150","133.000","","0.10%"
"09/06/2023","133.010","132.845","133.095","132.835","","0.11%"
"09/05/2023","132.860","132.455","132.870","132.455","","0.35%"
"09/04/2023","132.400","132.300","132.450","132.285","","0.05%"
"09/01/2023","132.340","132.125","132.425","132.125","","-0.09%"
"08/31/2023","132.460","132.250","132.465","132.150","","0.07%"
"08/30/2023","132.370","132.265","132.500","132.260","","0.03%"
"08/29/2023","132.330","132.145","132.370","132.130","","0.09%"
"08/28/2023","132.210","132.090","132.240","132.045","","-0.02%"
"08/25/2023","132.240","132.135","132.345","132.135","","0.09%"
"08/24/2023","132.120","131.945","132.170","131.790","","-0.14%"
"08/23/2023","132.300","132.810","132.815","132.295","","-0.30%"
"08/22/2023","132.700","132.905","132.950","132.690","","-0.20%"
"08/21/2023","132.970","132.890","133.010","132.890","","0.01%"
"08/18/2023","132.960","132.845","133.015","132.840","","-0.06%"
"08/17/2023","133.040","132.800","133.065","132.800","","-0.09%"
"08/16/2023","133.159","133.422","133.788","133.159","","0.34%"
"08/15/2023","132.710","132.720","132.720","132.720","","-0.01%"
"08/14/2023","132.720","132.825","132.925","132.705","","0.13%"
"08/11/2023","132.550","132.400","132.570","132.380","","0.16%"
"08/10/2023","132.340","132.505","132.570","132.285","","-0.12%"
"08/09/2023","132.500","132.520","132.555","132.480","","-0.02%"
"08/08/2023","132.520","132.470","132.545","132.455","","0.11%"
"08/07/2023","132.370","132.370","132.420","132.330","","-0.13%"
"08/04/2023","132.540","132.390","132.555","132.360","","0.14%"
"08/03/2023","132.360","132.360","132.505","132.265","","0.17%"
"08/02/2023","132.130","131.815","132.190","131.800","","0.40%"
"08/01/2023","131.610","131.695","131.730","131.610","","0.02%"
"07/31/2023","131.590","131.560","131.670","131.540","","-0.01%"
"07/28/2023","131.600","131.640","131.750","131.510","","0.39%"
"07/27/2023","131.090","131.095","131.245","131.050","","-0.08%"
"07/26/2023","131.190","131.025","131.250","131.000","","0.15%"
"07/25/2023","130.990","130.745","131.030","130.670","","0.07%"
"07/24/2023","130.900","131.225","131.270","130.910","","-0.16%"
"07/21/2023","131.110","131.225","131.275","131.110","","-0.05%"
"07/20/2023","131.180","131.240","131.290","131.170","","-0.13%"
"07/19/2023","131.350","131.370","131.440","131.320","","0.08%"
"07/18/2023","131.250","131.190","131.330","131.150","","-0.01%"
"07/17/2023","131.260","131.415","131.530","131.260","","-0.15%"
"07/14/2023","131.460","131.095","131.480","131.095","","0.11%"
"07/13/2023","131.320","131.130","131.430","131.115","","-0.21%"
"07/12/2023","131.600","131.640","131.730","131.590","","-0.14%"
"07/11/2023","131.780","131.850","131.905","131.730","","-0.24%"
"07/10/2023","132.100","132.245","132.420","132.075","","-0.21%"
"07/07/2023","132.380","132.290","132.410","132.195","","0.27%"
"07/06/2023","132.020","131.775","132.085","131.775","","0.35%"
"07/05/2023","131.560","131.290","131.605","131.060","","0.25%"
"07/04/2023","131.230","131.070","131.255","131.000","","0.08%"
"07/03/2023","131.130","131.210","131.220","130.810","","-0.10%"
"06/30/2023","131.260","131.225","131.290","131.210","","0.09%"
"06/29/2023","131.139","131.307","131.809","131.139","","-0.12%"
"06/28/2023","131.290","131.210","131.310","131.155","","0.04%"
"06/27/2023","131.240","131.160","131.255","131.120","","-0.02%"
"06/26/2023","131.260","131.210","131.280","131.095","","0.00%"
"06/23/2023","131.260","131.320","131.320","131.210","","0.11%"
"06/22/2023","131.120","131.095","131.135","131.030","","-0.11%"
"06/21/2023","131.260","131.390","131.415","131.190","","-0.10%"
"06/20/2023","131.390","131.255","131.475","131.250","","0.22%"
"06/19/2023","131.100","131.105","131.215","131.025","","0.01%"
"06/16/2023","131.090","131.150","131.230","130.980","","-0.30%"
"06/15/2023","131.480","131.450","131.610","131.240","","0.10%"
"06/14/2023","131.350","131.655","131.725","131.325","","-0.33%"
"06/13/2023","131.790","131.890","131.950","131.780","","-0.08%"
"06/12/2023","131.890","131.910","131.970","131.850","","-0.04%"
"06/09/2023","131.940","131.975","132.010","131.860","","-0.12%"
"06/08/2023","132.100","132.150","132.190","132.055","","0.02%"
"06/07/2023","132.080","132.095","132.115","131.940","","-0.07%"
"06/06/2023","132.170","132.095","132.250","132.095","","-0.08%"
"06/05/2023","132.270","131.945","132.295","131.925","","0.44%"
"06/02/2023","131.690","131.720","131.810","131.640","","-0.12%"
"06/01/2023","131.850","131.950","132.025","131.780","","-0.39%"
"05/31/2023","132.360","132.350","132.375","132.220","","0.02%"
"05/30/2023","132.340","132.250","132.465","132.245","","0.11%"
"05/29/2023","132.200","132.135","132.285","132.025","","0.06%"
"05/26/2023","132.120","132.370","132.380","132.100","","-0.20%"
"05/25/2023","132.380","132.415","132.450","132.330","","0.09%"
"05/24/2023","132.260","132.535","132.545","132.240","","-0.17%"
"05/23/2023","132.480","132.550","132.560","132.410","","-0.03%"
"05/22/2023","132.520","132.470","132.565","132.365","","0.20%"
"05/19/2023","132.260","132.335","132.475","132.230","","0.08%"
"05/18/2023","132.160","131.785","132.250","131.500","","0.27%"
"05/17/2023","131.810","131.690","131.915","131.665","","0.21%"
"05/16/2023","131.530","131.575","131.665","131.460","","-0.11%"
"05/15/2023","131.670","131.560","131.800","131.495","","0.16%"
"05/12/2023","131.460","131.370","131.570","131.350","","0.09%"
"05/11/2023","131.340","131.130","131.400","131.095","","0.12%"
"05/10/2023","131.180","131.305","131.350","131.135","","-0.06%"
"05/09/2023","131.260","130.945","131.435","130.920","","0.30%"
"05/08/2023","130.870","130.810","130.915","130.710","","-0.01%"
"05/04/2023","130.880","130.680","130.915","130.650","","-0.02%"
"05/03/2023","130.910","130.830","130.985","130.815","","-0.08%"
"05/02/2023","131.010","130.810","131.120","130.765","","0.07%"
"04/28/2023","130.920","130.890","130.960","130.755","","-0.02%"
"04/27/2023","130.940","130.710","130.965","130.585","","0.09%"
"04/26/2023","130.820","131.190","131.225","130.705","","-0.18%"
"04/25/2023","131.060","131.000","131.150","130.985","","0.01%"
"04/24/2023","131.050","131.370","131.370","131.015","","-0.22%"
"04/21/2023","131.340","131.370","131.515","131.325","","-0.08%"
"04/20/2023","131.440","131.575","131.575","131.390","","-0.09%"
"04/19/2023","131.560","131.375","131.595","131.320","","0.23%"
"04/18/2023","131.260","131.230","131.340","131.130","","0.08%"
"04/17/2023","131.160","131.030","131.170","131.010","","0.15%"
"04/13/2023","130.960","131.190","131.210","130.930","","-0.27%"
"04/12/2023","131.320","131.295","131.370","131.225","","-0.06%"
"04/11/2023","131.400","131.130","131.440","131.130","","0.18%"
"04/10/2023","131.170","130.985","131.190","130.840","","0.13%"
"04/07/2023","131.000","131.010","131.010","131.010","","-0.02%"
"04/06/2023","131.020","131.105","131.290","130.935","","-0.14%"
"04/05/2023","131.200","131.305","131.520","131.065","","-0.40%"
"04/03/2023","131.730","131.930","131.935","131.725","","0.21%"
"03/31/2023","131.460","131.400","131.630","131.350","","-0.21%"
"03/29/2023","131.740","131.610","131.800","131.560","","0.18%"
"03/28/2023","131.500","131.450","131.650","131.450","","-0.22%"
"03/27/2023","131.790","131.800","131.885","131.635","","-0.14%"
"03/24/2023","131.970","131.690","131.985","131.530","","0.27%"
"03/23/2023","131.620","131.810","131.850","131.320","","-0.46%"
"03/22/2023","132.230","132.240","132.240","132.240","","-0.02%"
"03/21/2023","132.250","132.070","132.325","132.060","","0.02%"
"03/20/2023","132.220","131.990","132.335","131.925","","0.11%"
"03/17/2023","132.080","131.985","132.135","131.890","","-0.22%"
"03/16/2023","132.370","132.455","132.485","132.170","","0.17%"
"03/15/2023","132.150","131.705","132.170","131.690","","0.13%"
"03/14/2023","131.980","131.640","131.995","131.590","","0.44%"
"03/13/2023","131.400","130.825","131.530","130.810","","0.11%"
"03/10/2023","131.260","131.370","131.400","131.190","","0.08%"
"03/09/2023","131.160","131.065","131.210","130.830","","-0.10%"
"03/08/2023","131.290","131.625","131.670","131.185","","0.19%"
"03/07/2023","131.040","131.050","131.050","131.050","","-0.02%"
"03/06/2023","131.060","130.840","131.130","130.610","","-0.06%"
"03/03/2023","131.140","131.595","131.770","131.075","","-0.76%"
"03/02/2023","132.150","132.120","132.190","132.060","","0.11%"
"03/01/2023","132.000","131.985","132.200","131.785","","-0.20%"
"02/28/2023","132.260","132.345","132.410","132.200","","-0.21%"
"02/27/2023","132.540","132.575","132.720","132.515","","0.11%"
"02/24/2023","132.400","132.295","132.510","132.255","","0.02%"
"02/23/2023","132.370","132.450","132.470","132.345","","-0.14%"
"02/22/2023","132.560","132.500","132.570","132.470","","0.08%"
"02/21/2023","132.460","132.440","132.520","132.380","","0.08%"
"02/20/2023","132.360","132.305","132.390","132.200","","-0.13%"
"02/17/2023","132.530","132.480","132.575","132.375","","0.14%"
"02/16/2023","132.340","132.345","132.385","132.150","","-0.11%"
"02/15/2023","132.480","132.615","132.645","132.465","","0.05%"
"02/14/2023","132.410","132.135","132.430","132.130","","0.05%"
"02/13/2023","132.350","132.295","132.440","132.210","","0.27%"
"02/10/2023","132.000","132.215","132.225","131.750","","-0.02%"
"02/09/2023","132.020","132.145","132.270","131.970","","0.02%"
"02/08/2023","131.990","132.310","132.370","131.965","","-0.25%"
"02/07/2023","132.320","132.250","132.480","132.215","","-0.03%"
"02/06/2023","132.360","131.850","132.410","131.835","","1.10%"
"02/03/2023","130.920","131.470","131.705","130.815","","-0.43%"
"02/02/2023","131.480","130.920","131.530","130.760","","0.31%"
"02/01/2023","131.070","130.840","131.250","130.695","","0.00%"
"01/31/2023","131.070","130.535","131.320","130.525","","0.52%"
"01/30/2023","130.390","130.625","130.760","130.390","","-0.04%"
"01/27/2023","130.440","130.375","130.670","130.375","","-0.08%"
"01/25/2023","130.540","130.585","130.830","130.390","","-0.16%"
"01/24/2023","130.750","130.410","130.830","130.280","","0.41%"
"01/23/2023","130.220","129.510","130.390","129.415","","0.33%"
"01/20/2023","129.790","130.025","130.050","129.750","","-0.30%"
"01/19/2023","130.180","130.215","130.275","129.975","","0.15%"
"01/18/2023","129.980","130.790","130.925","129.990","","-0.64%"
"01/17/2023","130.820","130.870","131.015","130.745","2.54K","0.18%"
"01/16/2023","130.580","129.995","130.785","129.995","2.85K","0.35%"
"01/13/2023","130.120","130.025","130.325","130.025","1.85K","-0.28%"
"01/12/2023","130.480","130.590","130.795","130.470","2.01K","-0.03%"
"01/11/2023","130.520","130.790","130.895","130.425","2.12K","-0.26%"
"01/10/2023","130.860","131.640","131.700","130.750","2.16K","-0.70%"
"01/09/2023","131.780","131.735","131.915","131.655","2.09K","-0.43%"
"01/06/2023","132.350","132.090","132.410","131.945","2.38K","0.20%"
"01/05/2023","132.090","132.390","132.490","132.095","2.43K","-0.29%"
"01/04/2023","132.480","132.550","132.665","132.390","2.58K","-0.10%"
"01/03/2023","132.610","132.345","132.710","132.275","2.75K","0.17%"
"01/02/2023","132.380","132.265","132.455","132.100","2.36K","0.02%"
"12/30/2022","132.350","132.455","132.545","132.310","2.35K","-0.10%"
"12/29/2022","132.480","132.520","132.570","132.410","2.18K","-0.07%"
"12/28/2022","132.570","132.555","132.685","132.510","2.35K","0.01%"
"12/27/2022","132.560","132.340","132.600","132.320","1.96K","0.24%"
"12/26/2022","132.240","132.440","132.540","132.210","2.27K","-0.25%"
"12/23/2022","132.570","132.490","132.620","132.435","2.41K","0.11%"
"12/22/2022","132.420","132.490","132.490","132.230","2.25K","-0.05%"
"12/21/2022","132.480","132.425","132.515","132.270","2.49K","0.05%"
"12/20/2022","132.410","132.265","132.610","132.265","2.24K","0.06%"
"12/19/2022","132.330","132.505","132.505","132.130","2.26K","-0.20%"
"12/16/2022","132.590","132.570","132.630","132.410","2.18K","0.13%"
"12/15/2022","132.420","132.220","132.430","131.865","2.19K","0.36%"
"12/14/2022","131.940","132.175","132.345","131.845","2.04K","-0.42%"
"12/13/2022","132.490","132.230","132.495","132.170","2.25K","0.33%"
"12/12/2022","132.050","132.055","132.390","132.010","2.25K","0.32%"
"12/09/2022","131.630","131.690","131.750","131.345","2.61K","-0.18%"
"12/08/2022","131.870","131.640","131.950","131.625","2.12K","-0.06%"
"12/07/2022","131.950","132.265","132.410","131.430","2.22K","-0.17%"
"12/06/2022","132.180","131.105","132.210","131.105","2.03K","1.01%"
"12/05/2022","130.860","129.975","130.925","129.975","2.37K","0.58%"
"12/02/2022","130.110","129.770","130.120","129.740","2.25K","0.13%"
"12/01/2022","129.940","129.720","130.110","129.575","2.35K","-0.26%"
"11/30/2022","130.280","130.630","130.640","130.240","2.32K","-0.36%"
"11/29/2022","130.750","130.535","130.790","130.505","2.39K","0.06%"
"11/28/2022","130.670","130.840","130.940","130.575","2.58K","-0.02%"
"11/25/2022","130.700","130.680","130.740","130.310","2.18K","0.07%"
"11/24/2022","130.610","130.760","130.845","130.565","2.18K","-0.26%"
"11/23/2022","130.950","130.880","130.975","130.780","2.28K","0.22%"
"11/22/2022","130.660","130.760","130.930","130.630","2.20K","-0.21%"
"11/21/2022","130.940","130.970","131.050","130.795","2.27K","0.18%"
"11/18/2022","130.700","130.535","130.855","130.440","2.03K","0.05%"
"11/17/2022","130.640","130.670","130.680","130.270","2.25K","0.43%"
"11/16/2022","130.080","130.230","130.515","129.980","2.22K","0.25%"
"11/15/2022","129.750","129.815","130.315","129.670","2.06K","-0.21%"
"11/14/2022","130.020","128.840","130.040","128.830","2.11K","0.58%"
"11/11/2022","129.270","129.350","129.570","128.935","2.27K","-1.24%"
"11/10/2022","130.890","130.650","131.070","130.490","2.14K","0.45%"
"11/09/2022","130.300","130.250","130.590","129.960","2.28K","-0.59%"
"11/07/2022","131.070","131.385","131.710","131.065","2.28K","-0.63%"
"11/04/2022","131.900","132.200","132.350","131.895","2.65K","-0.54%"
"11/03/2022","132.610","132.585","132.680","132.400","2.29K","0.12%"
"11/02/2022","132.450","132.230","132.485","132.200","2.21K","0.11%"
"11/01/2022","132.310","132.375","132.470","132.170","2.31K","-0.11%"
"10/31/2022","132.450","131.800","132.455","131.730","2.33K","0.38%"
"10/28/2022","131.950","131.830","132.010","131.670","2.47K","-0.02%"
"10/27/2022","131.980","131.450","132.040","131.440","2.65K","-0.29%"
"10/25/2022","132.360","132.310","132.470","132.175","2.54K","0.06%"
"10/21/2022","132.280","132.650","132.670","132.215","2.36K","-0.11%"
"10/20/2022","132.420","132.825","133.230","132.345","2.48K","-0.31%"
"10/19/2022","132.830","131.705","132.840","131.705","2.32K","0.80%"
"10/18/2022","131.780","131.530","131.785","131.250","2.47K","0.02%"
"10/17/2022","131.760","131.770","131.875","131.760","2.37K","0.00%"
"10/14/2022","131.760","131.655","131.885","131.425","2.17K","0.01%"
"10/13/2022","131.750","131.680","131.870","131.610","2.29K","0.04%"
"10/12/2022","131.700","131.650","131.790","131.455","2.73K","0.00%"
"10/11/2022","131.700","131.770","131.865","131.710","2.40K","-0.01%"
"10/10/2022","131.710","132.225","132.300","131.685","2.50K","0.00%"
"10/07/2022","131.710","131.530","131.875","131.480","2.62K","0.53%"
"10/06/2022","131.010","130.425","131.050","130.425","2.36K","0.44%"
"10/04/2022","130.430","130.680","130.695","130.175","2.45K","-0.44%"
"10/03/2022","131.000","130.600","131.085","130.600","2.60K","0.66%"
"09/30/2022","130.140","130.600","130.710","129.850","2.72K","-0.64%"
"09/29/2022","130.980","130.585","131.110","130.530","2.65K","-0.09%"
"09/28/2022","131.100","131.015","131.125","130.950","2.56K","0.44%"
"09/27/2022","130.530","130.390","130.630","130.090","2.87K","-0.05%"
"09/26/2022","130.600","130.470","130.650","130.305","2.61K","0.79%"
"09/23/2022","129.580","129.750","130.890","129.320","2.40K","0.15%"
"09/22/2022","129.380","128.470","129.385","128.455","2.55K","1.11%"
"09/21/2022","127.960","127.670","127.990","127.670","2.54K","0.28%"
"09/20/2022","127.600","127.530","127.635","127.340","2.60K","-0.02%"
"09/19/2022","127.630","127.495","127.650","127.340","2.99K","0.04%"
"09/16/2022","127.580","127.690","127.775","127.535","2.24K","0.05%"
"09/15/2022","127.520","127.230","127.570","127.105","2.39K","0.33%"
"09/14/2022","127.100","127.370","127.370","127.015","2.55K","0.36%"
"09/13/2022","126.640","126.855","126.925","126.450","3.23K","-0.47%"
"09/12/2022","127.240","127.410","127.550","127.145","2.51K","-0.07%"
"09/09/2022","127.330","127.425","127.450","127.170","2.49K","-0.16%"
"09/08/2022","127.540","127.495","127.735","127.445","2.54K","-0.23%"
"09/07/2022","127.840","127.800","127.905","127.745","2.55K","0.08%"
"09/06/2022","127.740","127.690","127.850","127.690","2.22K","-0.01%"
"09/05/2022","127.750","127.735","127.850","127.705","2.05K","0.06%"
"09/02/2022","127.670","127.390","127.725","127.375","1.95K","0.30%"
"09/01/2022","127.290","127.250","127.465","126.890","2.63K","0.13%"
"08/30/2022","127.120","127.870","127.870","127.120","2.57K","-0.64%"
"08/29/2022","127.940","128.130","128.200","127.895","2.12K","0.13%"
"08/26/2022","127.780","127.785","127.910","127.695","2.70K","-0.02%"
"08/25/2022","127.810","127.720","127.835","127.705","2.59K","0.09%"
"08/24/2022","127.690","127.750","127.790","127.510","2.41K","-0.07%"
"08/23/2022","127.780","127.735","127.845","127.705","2.07K","-0.01%"
"08/22/2022","127.790","127.735","127.870","127.640","2.32K","0.12%"
"08/19/2022","127.640","127.620","127.690","127.560","2.58K","0.13%"
"08/18/2022","127.480","127.370","127.530","127.335","2.46K","0.29%"
"08/17/2022","127.110","126.840","127.170","126.835","2.80K","-0.27%"
"08/12/2022","127.450","127.480","127.560","127.400","2.38K","0.02%"
"08/11/2022","127.420","126.790","127.510","126.745","2.68K","0.15%"
"08/10/2022","127.230","127.305","127.370","127.050","2.48K","-0.18%"
"08/08/2022","127.460","127.130","127.465","127.110","2.60K","0.54%"
"08/05/2022","126.770","126.665","126.870","126.295","2.59K","-0.29%"
"08/04/2022","127.140","126.775","127.700","126.775","2.90K","0.38%"
"08/03/2022","126.660","125.890","126.700","125.890","3.12K","0.57%"
"08/02/2022","125.940","126.320","126.340","125.590","3.44K","-0.39%"
"08/01/2022","126.430","126.695","126.755","126.415","3.08K","-0.29%"
"07/29/2022","126.800","127.255","127.255","126.680","2.69K","-0.63%"
"07/28/2022","127.610","127.650","127.755","127.530","2.83K","-0.18%"
"07/27/2022","127.840","127.730","127.860","127.710","2.58K","0.15%"
"07/26/2022","127.650","127.575","127.705","127.550","2.77K","0.06%"
"07/25/2022","127.570","127.760","127.800","127.510","2.81K","-0.16%"
"07/22/2022","127.770","127.855","127.875","127.770","2.83K","-0.11%"
"07/21/2022","127.910","128.050","128.090","127.880","2.95K","-0.05%"
"07/20/2022","127.980","127.910","127.990","127.875","2.82K","0.06%"
"07/19/2022","127.900","128.015","128.090","127.800","3.10K","-0.04%"
"07/18/2022","127.950","127.670","127.985","127.555","3.40K","0.12%"
"07/15/2022","127.800","127.910","127.930","127.720","3.62K","0.00%"
"07/14/2022","127.800","127.550","127.870","127.545","2.94K","0.31%"
"07/13/2022","127.410","127.265","127.490","127.265","2.70K","0.04%"
"07/12/2022","127.360","127.270","127.460","127.255","2.95K","0.20%"
"07/11/2022","127.100","126.810","127.110","126.810","2.71K","0.24%"
"07/08/2022","126.800","126.730","126.910","126.725","2.20K","0.09%"
"07/07/2022","126.680","126.560","126.815","126.250","2.53K","-0.16%"
"07/06/2022","126.880","126.825","126.995","126.785","2.77K","-0.09%"
"07/05/2022","126.990","126.410","127.010","126.410","2.64K","0.53%"
"07/04/2022","126.320","126.310","126.495","126.195","3.00K","-0.12%"
"07/01/2022","126.470","126.375","126.590","126.360","2.84K","0.09%"
"06/30/2022","126.350","125.995","126.380","125.995","3.57K","0.29%"
"06/29/2022","125.990","126.170","126.360","125.995","3.65K","-0.03%"
"06/28/2022","126.030","125.670","126.150","125.670","2.86K","0.55%"
"06/27/2022","125.340","125.175","125.385","125.175","2.67K","-0.01%"
"06/24/2022","125.350","125.160","125.370","125.110","2.66K","0.06%"
"06/23/2022","125.280","125.225","125.405","125.165","2.52K","-0.11%"
"06/22/2022","125.420","125.015","125.430","125.015","2.41K","0.40%"
"06/21/2022","124.920","124.800","124.950","124.745","2.45K","0.13%"
"06/20/2022","124.760","124.710","124.855","124.610","2.15K","-0.12%"
"06/17/2022","124.910","124.890","124.960","124.850","2.58K","0.00%"
"06/16/2022","124.910","124.855","124.955","124.825","2.60K","0.01%"
"06/15/2022","124.900","124.810","124.950","124.785","2.20K","0.10%"
"06/14/2022","124.780","124.825","124.915","124.745","2.30K","-0.06%"
"06/13/2022","124.860","124.990","125.255","124.840","2.24K","0.26%"
"06/10/2022","124.530","124.470","124.600","124.470","2.33K","0.09%"
"06/09/2022","124.420","124.410","124.505","124.385","2.34K","0.04%"
"06/08/2022","124.370","124.295","124.465","124.230","2.30K","0.02%"
"06/07/2022","124.340","124.360","124.375","124.295","2.12K","0.10%"
"06/06/2022","124.210","124.265","124.290","124.190","2.12K","0.01%"
"06/03/2022","124.200","123.945","124.260","123.945","2.23K","0.02%"
"06/02/2022","124.170","124.170","124.225","124.080","2.09K","0.11%"
"06/01/2022","124.030","124.135","124.205","124.020","2.10K","-0.15%"
"05/31/2022","124.220","124.245","124.320","124.195","2.07K","0.13%"
"05/30/2022","124.060","124.040","124.110","123.960","2.02K","-0.03%"
"05/27/2022","124.100","124.200","124.290","124.105","2.16K","-0.02%"
"05/26/2022","124.120","124.090","124.245","124.045","2.06K","0.06%"
"05/25/2022","124.040","124.040","124.110","123.910","2.15K","-0.07%"
"05/24/2022","124.130","124.090","124.285","124.035","2.02K","0.09%"
"05/23/2022","124.020","124.330","124.330","124.015","2.10K","-0.05%"
"05/20/2022","124.080","124.025","124.170","123.990","2.28K","-0.23%"
"05/19/2022","124.360","124.360","124.390","124.215","2.31K","0.19%"
"05/18/2022","124.130","124.090","124.175","123.955","2.60K","0.02%"
"05/17/2022","124.100","124.310","124.475","124.070","2.40K","0.15%"
"05/13/2022","123.920","123.750","123.960","123.640","2.41K","0.05%"
"05/12/2022","123.860","124.010","124.215","123.800","2.21K","0.23%"
"05/11/2022","123.580","123.535","123.690","123.470","2.29K","-0.12%"
"05/10/2022","123.730","123.670","123.920","123.525","2.38K","-0.17%"
"05/09/2022","123.940","123.410","124.040","123.410","2.27K","0.72%"
"05/06/2022","123.060","122.585","123.160","122.505","1.80K","0.86%"
"05/05/2022","122.010","121.865","122.070","121.590","2.42K","-0.20%"
"05/04/2022","122.260","122.330","122.530","122.010","2.03K","-0.13%"
"05/02/2022","122.420","122.410","122.430","122.165","2.19K","0.11%"
"04/29/2022","122.280","122.630","122.630","122.060","2.28K","-0.07%"
"04/28/2022","122.370","122.585","122.745","122.295","2.39K","-0.07%"
"04/27/2022","122.450","122.680","122.790","122.410","2.33K","-0.07%"
"04/26/2022","122.530","122.345","122.705","122.300","2.33K","-0.14%"
"04/25/2022","122.700","122.585","122.825","122.490","2.37K","0.27%"
"04/22/2022","122.370","122.070","122.390","121.920","2.38K","0.44%"
"04/21/2022","121.830","122.055","122.170","121.745","2.60K","-0.09%"
"04/20/2022","121.940","122.240","122.440","121.865","2.64K","-0.38%"
"04/19/2022","122.410","122.105","122.450","122.005","2.61K","0.33%"
"04/18/2022","122.010","122.250","122.295","121.930","2.53K","0.11%"
"04/13/2022","121.880","121.905","122.025","121.825","2.12K","0.06%"
"04/12/2022","121.810","121.640","121.880","121.560","2.14K","0.24%"
"04/11/2022","121.520","121.470","121.745","121.270","2.26K","0.07%"
"04/08/2022","121.430","121.560","121.625","121.130","1.99K","-0.09%"
"04/07/2022","121.540","121.450","121.590","121.225","2.30K","0.27%"
"04/06/2022","121.210","120.830","121.255","120.790","2.19K","0.58%"
"04/05/2022","120.510","120.890","120.890","120.505","2.17K","-0.30%"
"04/04/2022","120.870","121.240","121.265","120.680","2.18K","-0.32%"
"03/31/2022","121.260","121.160","121.330","121.050","2.42K","-0.16%"
"03/30/2022","121.460","121.050","121.495","121.050","2.54K","-0.09%"
"03/29/2022","121.570","121.570","121.845","121.450","2.61K","-0.23%"
"03/28/2022","121.850","122.200","122.210","121.845","2.45K","-0.06%"
"03/25/2022","121.920","121.840","122.070","121.800","2.57K","-0.21%"
"03/24/2022","122.180","122.160","122.255","121.975","2.37K","0.08%"
"03/23/2022","122.080","121.590","122.105","121.575","2.38K","0.16%"
"03/22/2022","121.880","122.290","122.375","121.750","2.47K","0.08%"
"03/21/2022","121.780","121.740","121.865","121.655","2.47K","0.42%"
"03/17/2022","121.270","121.585","121.585","121.235","2.32K","-0.61%"
"03/16/2022","122.020","122.185","122.310","121.970","2.63K","-0.46%"
"03/15/2022","122.580","122.230","122.690","122.115","2.49K","0.07%"
"03/14/2022","122.500","122.605","122.715","122.435","2.43K","-0.03%"
"03/11/2022","122.540","122.120","122.745","122.050","2.24K","0.37%"
"03/10/2022","122.090","122.040","122.150","121.720","2.47K","-0.33%"
"03/09/2022","122.500","122.920","123.000","122.495","2.31K","-0.45%"
"03/08/2022","123.050","123.095","123.115","122.745","2.09K","-0.07%"
"03/07/2022","123.140","123.095","123.160","122.890","2.22K","1.05%"
"03/04/2022","121.860","121.710","121.950","121.585","2.16K","0.33%"
"03/03/2022","121.460","121.210","121.560","120.970","1.96K","0.28%"
"03/02/2022","121.120","121.225","121.380","120.910","1.94K","0.48%"
"02/28/2022","120.540","121.145","121.210","120.490","2.00K","0.07%"
"02/25/2022","120.460","120.480","120.730","120.290","2.52K","-0.48%"
"02/24/2022","121.040","120.265","121.050","120.045","2.40K","1.47%"
"02/23/2022","119.290","119.450","119.570","119.260","2.29K","-0.43%"
"02/22/2022","119.800","119.575","119.975","119.525","2.46K","0.49%"
"02/21/2022","119.210","119.210","119.270","118.970","2.56K","-0.21%"
"02/18/2022","119.460","120.010","120.075","119.365","2.55K","-0.60%"
"02/17/2022","120.180","120.250","120.280","120.030","2.36K","0.05%"
"02/16/2022","120.120","120.320","120.335","119.940","2.45K","-0.34%"
"02/15/2022","120.530","120.975","121.145","120.525","2.15K","-0.36%"
"02/14/2022","120.970","120.855","121.030","120.570","2.06K","0.30%"
"02/11/2022","120.610","120.630","120.670","120.430","1.93K","0.59%"
"02/10/2022","119.900","119.800","120.070","119.800","2.05K","0.18%"
"02/09/2022","119.690","119.510","119.785","119.500","1.90K","0.08%"
"02/08/2022","119.600","119.385","119.680","119.320","2.03K","0.08%"
"02/04/2022","119.510","119.550","119.640","119.490","1.85K","-0.23%"
"02/03/2022","119.780","119.790","119.870","119.600","1.83K","0.03%"
"02/02/2022","119.740","119.615","120.025","119.540","2.04K","0.07%"
"02/01/2022","119.660","119.150","119.790","119.070","2.37K","0.23%"
